id,name,phone,timeOpen,ratingAverage,details,rangePrice,Longitude,Latitude,address
1846,The December Co.,+84 93 814 13 68,Đang mở cửa: 08:30 SA - 10:30 CH,5.0,"Cà phê, Bữa sáng, Bữa trưa, Bữa tối",100.000 vnd - 400.000 vnd,106.6962375,10.7797075,"Bia Tươi Tiệp Gammer, Pastier, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
1847,The Deck Saigon,+84 28 3744 6632,Đang mở cửa: 08:00 SA - 12:00 SA,4.0,"Kiểu Á, Món kết hợp, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten",700.000 vnd - 1.000.000 vnd,106.6765454,10.7538856,"Điện máy Gia Thành, 975, Đường Trần Hưng Ðạo, Phường 5, Quận 5, Thành phố Hồ Chí Minh, 73009, Việt Nam"
1848,The Dome Dining & Drinks,+84 28 3535 2535,Đang mở cửa: 10:00 SA - 2:00 CH5:00 CH - 10:00 CH,4.5,"Kiểu Âu, Bữa trưa, Bữa tối, Đêm muộn, Đồ uống",1612358 vnd - 5.000.000 vnd,106.7052249,10.7810416,"Khách sạn Roseland Centa, Hẻm 15A Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
1849,The Elbow Room,+84 8 3821 4327,Đang mở cửa: 07:30 SA - 10:30 CH,4.5,"Kiểu Mỹ, Quốc tế, Phù hợp với người ăn chay, Tùy chọn đồ ăn không có gluten",400.000 vnd - 700.000 vnd,106.6038535,10.7652581,"Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Thành phố Hồ Chí Minh, 30000, Việt Nam"
1850,The Elephant,+84 8 5412 4641,Đang mở cửa: 06:30 SA - 12:00 SA,4.0,"Kiểu Địa Trung Hải, Kiểu Tây Ban Nha, Kiểu Việt, Kiểu Nam Mỹ, Kiểu Trung Mỹ, Bữa sáng, Bữa trưa, Bữa tối",100.000 vnd - 400.000 vnd,106.6886342,10.7776353,"Fang Pub - Hồ Xuân Hương, Hồ Xuân Hương, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, 70001, Việt Nam"
1851,The First Restaurant & Bar,+84 8 3821 4460,Đang mở cửa: 5:00 CH - 01:00 SA,4.5,"Kiểu Nhật, Quầy bar, Kiểu Ý, Phong cách ẩm thực Fusion Nhật Bản, Bữa trưa, Bữa tối, Đồ uống",400.000 vnd - 700.000 vnd,106.6914352,10.7696454,"Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
1852,The First Steakhouse,+84 28 2242 6777,Đang mở cửa: 10:00 SA - 10:00 CH,4.5,"Phù hợp với người ăn chay, Bữa trưa, Bữa tối, Đồ uống",100.000 vnd - 400.000 vnd,106.67547,10.831699,"Công Ty TNHH Tiên Phong Auto, Đường Phan Văn Trị, phường 11, Phường 10, Quận Gò Vấp, Thành phố Hồ Chí Minh, 71409, Việt Nam"
1853,The Fish Sauce,+84 91 171 81 82,Đang mở cửa: 10:00 SA - 10:00 CH,4.0,"Kiểu Việt, Kiểu Á, Phù hợp với người ăn chay, Tùy chọn ăn chay",400.000 vnd - 700.000 vnd,106.778619,10.8061489,"Chung Cư Flora Fuji, 9, Đường D3, Phường Phước Long B, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 08408, Việt Nam"
1854,The Galbi,+84 28 7300 6891,Đang mở cửa: 11:00 SA - 10:00 CH,4.5,"Quầy bar, Kiểu Á, Kiểu Hàn Quốc, Quán rượu, Món kết hợp, Bữa trưa, Bữa tối",100.000 vnd - 400.000 vnd,106.7032908,10.7747583,"Khách Sạn Oscar, 68a, Đường Nguyễn Huệ, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
1855,The Gangs,+84 93 156 55 57,,4.5,Món kết hợp,400.000 vnd - 700.000 vnd,106.6899381,10.7745561,"Pasta Paradise, Nguyễn Thị Minh Khai, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, 70200, Việt Nam"
1856,The Gangs - Grill & Beer,+84 94 954 58 18,,3.5,"Thịt nướng, Đồ nướng, Chỗ ngồi",400.000 vnd - 700.000 vnd,106.7342103,10.8035516,"Nhà Hàng Đồ Ăn Mexico, Xuân Thuỷ, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71108, Việt Nam"
1857,The Gin House,+84 90 889 36 60,Đang mở cửa: 6:00 CH - 02:00 SA,4.5,"Quán rượu đặc sản, Quầy bar, Quán rượu, Đồ uống, Chỗ ngồi, Có bãi đỗ xe, Bãi đỗ xe đường phố, Đỗ xe có người coi, Phục vụ đồ uống có cồn, Chấp nhận thẻ Mastercard, Chấp nhận thẻ Visa, Wifi miễn phí, Dịch vụ bàn, Đặt chỗ",400.000 vnd - 700.000 vnd,106.6782789,10.7616234,"Đường Trần Phú, Phường 4, Quận 5, Thành phố Hồ Chí Minh, 72406, Việt Nam"
1858,Thế Giới Ốc 5ku Station,+84 120 511 9119,,4.5,"Nhà hàng bán bia, Hải sản, Quán rượu, Kiểu Việt",100.000 vnd - 400.000 vnd,106.7009479,10.7732193,"Saigon Centre, Đường Pasteur, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
1859,The Good Old Days Coffee,+84 90 979 48 59,Đang mở cửa: 07:30 SA - 10:30 CH,5.0,"Cà phê, Bữa sáng, Bữa trưa, Bữa tối",20.000 vnd - 99.000 vnd,106.7347199,10.8036799,"ObsterScream, Xuân Thuỷ, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71108, Việt Nam"
1860,The HYPE - Eatery & More,+84 93 842 82 03,Đang mở cửa: 4:00 CH - 11:00 CH,5.0,"Quốc tế, Món kết hợp, Kiểu Việt, Bữa tối",400.000 vnd - 700.000 vnd,106.7058554,10.782436,"Hanayuki, Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
1861,The Indian House (Kitchen and Bar),+84 98 515 70 15,Đang mở cửa: 10:00 SA - 11:00 CH,5.0,"Kiểu Ấn Độ, Quầy bar, Đồ nướng, Kiểu Á, Thịt nướng, Quán rượu, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống",700.000 vnd - 1.000.000 vnd,106.7068001,10.7285425,"Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh, 72915, Việt Nam"
1862,The Jackaroo Bar And Grill,+84 90 320 81 85,Đang mở cửa: 10:00 SA - 12:00 SA,5.0,"Kiểu Mỹ, Kiểu Bữa tối, Kiểu Úc, Kiểu Caucasia, Nhà hàng bia, Bữa trưa, Bữa tối",400.000 vnd - 700.000 vnd,106.7090729,10.7238432,"Chung Cư Mỹ Phát, Đường Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh, 72915, Việt Nam"
1863,The Joi Factory at Christina's,+84 93 821 11 48,Đang mở cửa: 07:00 SA - 10:00 CH,5.0,"Kiểu Thái, Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống",100.000 vnd - 400.000 vnd,106.7192025,10.7955236,"Vinhomes Central Park, Phường 22, Quận Bình Thạnh, Thành phố Hồ Chí Minh, 71108, Việt Nam"
1864,The Lambro,+84 90 245 65 54,Đang mở cửa: 08:00 SA - 11:00 CH,5.0,"Kiểu Âu, Kiểu Á, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống",100.000 vnd - 400.000 vnd,106.6600111,10.7989601,"Trung Tâm Hội Nghị Tiệc Cưới Gala Center, Hẻm 413 Hoàng Văn Thụ, Phường 2, Quận Tân Bình, Thành phố Hồ Chí Minh, 72106, Việt Nam"
1865,THE LITTLE DOOR,+84 983239908,Đang mở cửa: 4:00 CH - 11:00 CH,4.5,"Kiểu Ý, Kiểu Pháp, Kiểu Âu, Món kết hợp, Kiểu Mỹ, Phù hợp với người ăn chay, Tùy chọn ăn chay",700.000 vnd - 1.000.000 vnd,106.697018,10.771701,"Queen Ann, Đường Lê Lai, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 71009, Việt Nam"
1866,The Log Dine & Wine,+84 1900 996660,Đang mở cửa: 6:00 CH - 11:00 CH,3.5,"Hải sản, Kiểu Âu, Quốc tế, Món kết hợp, Kiểu Bữa tối, Bữa tối, Đêm muộn",700.000 vnd - 1.000.000 vnd,106.674154,10.794742,"Trung Tâm Dạy Nghề Phú Nhuận, 164, Nguyễn Đình Chính, Phường 11, Quận Phú Nhuận, Thành phố Hồ Chí Minh, 70150, Việt Nam"
1867,The Long @ Times Square,+84 8 3823 6688,Đang mở cửa: 11:00 SA - 12:00 SA,4.5,"Kiểu Ý, Quầy bar, Pizza, Kiểu Âu, Quốc tế, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống",400.000 vnd - 700.000 vnd,106.6968175,10.7716473,"Nhà Hàng Halal Amin, Nguyễn An Ninh, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 71009, Việt Nam"
1868,The Long Caffe,+84 8 6269 3545,,5.0,Cà phê,400.000 vnd - 700.000 vnd,106.7057617,10.7819158,"Tous Les Jours, Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
1869,The Loop,+84 8 3744 2662,Đóng cửa sau 55 phút nữa:  Xem tất cả giờ,3.5,"Cà phê, Kiểu Âu, Quốc tế, Phù hợp với người ăn chay, Tùy chọn ăn chay",400.000 vnd - 700.000 vnd,106.7040266,10.7822659,"Early Morning Coffee & Tea, 13, Đường Chu Mạnh Trinh, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
1870,The Lounge,39257777,,4.5,"Cà phê, Quầy bar, Quán rượu, Đặt chỗ, Lối vào ra cho xe lăn, Dịch vụ bàn",400.000 vnd - 700.000 vnd,106.744358,10.8012179,"Sushi To, Đường Song Hành, Phường An Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71108, Việt Nam"
1871,The Lunch Lady (Nguyen Thi Thanh),+84 93 388 79 22,Đang mở cửa: 11:00 SA - 02:00 SA,3.5,"Kiểu Á, Kiểu Việt, Súp, Bữa trưa, Bữa nửa buổi, Cửa hàng bán thức ăn mang về, Ngồi ngoài trời, Chỗ ngồi, Dịch vụ bàn",400.000 vnd - 700.000 vnd,106.6918712,10.7822414,"Khách Sạn Mai House Saigon, 157, Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, 70001, Việt Nam"
1872,The Mask Coffee & Lounge,+84 88 818 01 28,Đang mở cửa: 11:00 SA - 02:00 SA,4.5,"Cà phê, Quầy bar, Quán rượu, Quầy rượu vang, Bữa trưa, Bữa tối, Đêm muộn, Đồ uống",20.000 vnd - 99.000 vnd,106.7050584,10.7758274,"Nhà Hàng The Racha Room, Mạc Thị Bưởi, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
1873,The Mechanic,+84 96 877 79 65,Đang mở cửa: 10:00 SA - 01:00 SA,5.0,"Nhà hàng bán bia, Quầy bar, Quốc tế, Đương đại, Quán rượu, Bữa trưa, Bữa tối, Đồ uống, Cửa hàng bán thức ăn mang về, Đặt chỗ, Ngồi ngoài trời, Bãi đỗ xe có vé, Quầy bar đầy đủ, Rượu và bia, Thanh toán điện tử, Wifi miễn phí",400.000 vnd - 700.000 vnd,106.6792285,10.7893987,"Hẻm 80 Trần Quang Diệu, Phường 14, Quận 3, Thành phố Hồ Chí Minh, 70150, Việt Nam"
1874,The Monkey Gallery DESSERT BAR,+84 90 910 61 87,Đang mở cửa: 3:00 CH - 11:00 CH,5.0,"Cà phê, Kiểu Việt, Quầy rượu vang, Đêm muộn, Đồ uống",100.000 vnd - 400.000 vnd,106.6799079,10.779905,"Cà Phê Bike, Đường Nguyễn Phúc Nguyên, Phường 10, Quận 3, Thành phố Hồ Chí Minh, 70001, Việt Nam"
1875,The Monkey Gallery DINING,+84 79 399 1992,Đang mở cửa: 11:30 SA - 2:30 CH5:30 CH - 10:00 CH,4.0,"Kiểu Việt, Quán bar phục vụ đồ ăn, Quốc tế, Món kết hợp, Bữa tối, Đồ uống",700.000 vnd - 1.000.000 vnd,106.674012,10.7967817,"Tiệm Bánh Givral, Đường Nguyễn Văn Trỗi, Phường 8, Quận Phú Nhuận, Thành phố Hồ Chí Minh, 70150, Việt Nam"
1876,The Never Ending Summer,+84 93 113 52 43,,5.0,Cửa hàng thức ăn ngon,400.000 vnd - 700.000 vnd,106.6644424,10.752722,"Ái Huê 2, Đường Tản Đà, Phường 11, Quận 5, Thành phố Hồ Chí Minh, 73009, Việt Nam"
1877,The North End Deli,+84 8 3744 2099,Đang mở cửa: 07:30 SA - 12:30 SA,4.5,"Cửa hàng thức ăn ngon, Kiểu Ý, Bữa trưa, Bữa tối, Đêm muộn, Bữa sáng, Bữa nửa buổi",100.000 vnd - 400.000 vnd,106.6886138,10.7660254,"Hội người mù Thành Phố, 189, Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
1878,The Oasis,+(84)896472482,Đang mở cửa: 5:00 CH - 01:00 SA,5.0,"Quầy bar, Quán rượu, Đêm muộn, Đồ uống",100.000 vnd - 400.000 vnd,106.6957436,10.7721476,"Đền Sri Mariamman, 45, Trương Định, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 71009, Việt Nam"
1879,The Oasis Saigon Pool & Restaurant,+84 28 3838 5828,Đang mở cửa: 06:00 SA - 11:00 CH,4.5,"Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten",20.000 vnd - 99.000 vnd,106.692775,10.766942,"Quán Bar Bùi Vi, Đường Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
1880,The Old Compass Cafe and Bar,+84 90 390 08 41,Đang mở cửa: 10:00 SA - 10:00 CH,4.5,"Kiểu Việt, Cà phê, Kiểu Á, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten",100.000 vnd - 400.000 vnd,106.7138626,10.8064104,"B's Mart, Đường D5, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh, 71107, Việt Nam"
1881,The Olive Steakhouse,+84 90 941 71 99,Đang mở cửa: 3:00 CH - 11:00 CH,4.5,"Nhà hàng bít tết, Kiểu Âu, Bữa trưa, Bữa tối",100.000 vnd - 400.000 vnd,106.7007849,10.7721155,"Sushi Sake, Nam Kỳ Khởi Nghĩa, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
1882,The Organic,+84 93 295 60 93,Đóng cửa sau 41 phút nữa:  Xem tất cả giờ,4.0,"Kiểu Á, Kiểu Việt, Cà phê, Hải sản, Súp, Phù hợp với người ăn chay, Tùy chọn ăn chay, Bữa trưa, Bữa tối, Bữa sáng, Đồ uống",400.000 vnd - 700.000 vnd,106.647115,10.8005698,"Công Ty Nam Hải Art, 98, Hoàng Hoa Thám, Phường 12, Quận Tân Bình, Thành phố Hồ Chí Minh, 72106, Việt Nam"
1883,The Organik House,+84 93 885 11 18,Đang mở cửa: 09:00 SA - 9:00 CH,5.0,"Quốc tế, Kiểu Nhật, Kiểu Địa Trung Hải, Kiểu Âu, Tùy chọn ăn chay, Phù hợp với người ăn chay, Tùy chọn đồ ăn không có gluten",100.000 vnd - 400.000 vnd,106.6892706,10.7342421,"Đường 9A, Xã Bình Hưng, Huyện Bình Chánh, Thành phố Hồ Chí Minh, 72915, Việt Nam"
1884,The Orient Bar,+84 123 821 7125,Đang mở cửa: 11:00 SA - 01:00 SA,4.0,"Quầy bar, Quán rượu, Thịt nướng, Phù hợp với người ăn chay, Bữa tối, Bữa trưa, Đồ uống",400.000 vnd - 700.000 vnd,106.6899842,10.7918481,"Quán Chay, 11, Đường Trần Nhật Duật, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh, 72210, Việt Nam"
1885,The OX Not Only OX,+84 28 6681 9999,Đang mở cửa: 10:30 SA - 2:00 CH5:00 CH - 10:00 CH,4.0,"Kiểu Việt, Bữa trưa, Bữa tối, Đồ uống, Đặt chỗ, Ngồi ngoài trời, Có bãi đỗ xe, Đỗ xe có người coi, Phục vụ đồ uống có cồn, Thanh toán điện tử, Wifi miễn phí, Chấp nhận thẻ tín dụng, Phong cách gia đình",400.000 vnd - 700.000 vnd,106.6859645,10.7866736,"Hẻm 193 Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, 70150, Việt Nam"
1886,The Posh Duck Kitchen,+84 96 112 47 75,Đang đóng cửa:  Xem tất cả giờ,5.0,"Kiểu Âu, Kiểu Á, Phù hợp với người ăn chay, Tùy chọn ăn chay",700.000 vnd - 1.000.000 vnd,106.6667,10.7671771,"Hẻm 541 Nguyễn Tri Phương, Phường 8, Quận 10, Thành phố Hồ Chí Minh, 72000, Việt Nam"
1887,The Publik House,+84 90 926 19 88,Đang mở cửa: 6:00 CH - 12:00 SA,5.0,"Kiểu Mỹ, Bữa tối, Đêm muộn, Đồ uống",100.000 vnd - 400.000 vnd,106.6748079,10.7509546,"66, Đường Trần Tuấn Khải, Phường 5, Quận 5, Thành phố Hồ Chí Minh, 73009, Việt Nam"
1888,The Quan's Sushi Bar,+84 8 3833 1322,,4.0,"Kiểu Nhật, Sushi",700.000 vnd - 1.000.000 vnd,106.7027904,10.7613427,"Quán Ốc Vũ, Vĩnh Khánh, Phường 8, Quận 4, Thành phố Hồ Chí Minh, 72800, Việt Nam"
1889,The Rabbit Hole Irish Sports Bar,+84 774 815 080,Đang mở cửa: 3:00 CH - 02:00 SA,5.0,"Kiểu Ireland, Quầy bar, Quốc tế, Kiểu Anh, Quán rượu, Bữa trưa, Bữa tối",400.000 vnd - 700.000 vnd,106.6175388,10.8015969,"Aeon Mall Tân Phú, 30, Hẻm 414 Tân Kỳ Tân Quý, Phường Sơn Kỳ, Quận Tân Phú, Thành phố Hồ Chí Minh, 72011, Việt Nam"
1890,The Refinery,+84 8 3823 0509,Đang mở cửa: 11:00 SA - 11:30 CH,4.0,"Kiểu Pháp, Kiểu Âu, Phù hợp với người ăn chay, Tùy chọn ăn chay",400.000 vnd - 700.000 vnd,106.6296638,10.8230989,"Trường Chinh, Phường 15, Quận Tân Bình, Thành phố Hồ Chí Minh, 71509, Việt Nam"
1891,The Reverie Boutique,+84 8 3833 6688,Đóng cửa sau 20 phút nữa:  Xem tất cả giờ,4.5,"Cà phê, Kiểu Ý, Cửa hàng thức ăn ngon, Phù hợp với người ăn chay, Tùy chọn ăn chay",100.000 vnd - 400.000 vnd,106.6541692,10.7924981,"Bệnh viện Thống Nhất - Cổng 2, 1, Cách Mạng Tháng Tám, Phường 4, Quận Tân Bình, Thành phố Hồ Chí Minh, 72117, Việt Nam"
1892,The Rope - Craft Beer,+84 96 477 89 78,Đang mở cửa: 08:00 SA - 11:30 CH,5.0,"Nhà hàng bít tết, Nhà hàng bán bia, Kiểu Âu, Quán rượu, Kiểu Bữa tối, Bữa sáng, Bữa trưa, Bữa tối, Đồ uống",400.000 vnd - 700.000 vnd,106.7002539,10.7773874,"Nhà Hàng Hương Lài, 38, Lý Tự Trọng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
1893,The Shamrock Irish Pub,+84 28 3837 3789,,3.5,"Kiểu Mỹ, Kiểu Ireland, Nhà hàng bán bia, Hải sản, Quán rượu, Quán bar phục vụ đồ ăn, Đặt chỗ",700.000 vnd - 1.000.000 vnd,106.6947466,10.7649234,"Filthy Vegan, Đường Cô Bắc, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh, 71010, Việt Nam"
1894,The Shibuya Wagon,+84 8 3827 0770,Đang mở cửa: 10:30 SA - 10:00 CH,4.0,"Kiểu Nhật, Món kết hợp, Bữa trưa, Bữa tối",100.000 vnd - 400.000 vnd,106.6474124,10.7836014,"Bách hóa tổng hợp, 133, Ni Sư Huỳnh Liên, Phường 10, Quận Tân Bình, Thành phố Hồ Chí Minh, 72117, Việt Nam"
1895,The Snap Cafe,+84 28 3519 4532,Đang mở cửa: 07:30 SA - 10:30 CH,4.0,"Cà phê, Quốc tế, Kiểu Âu, Phù hợp với người ăn chay, Tùy chọn ăn chay",100.000 vnd - 400.000 vnd,106.6924832,10.7860621,"Hẻm 58 Đường Phạm Ngọc Thạch, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, 72210, Việt Nam"
1896,The Square Restaurant,+84 8 3520 4884,Đang mở cửa: 06:00 SA - 10:00 CH,4.0,"Kiểu Việt, Quốc tế, Kiểu Á, Bữa tối, Bữa sáng, Bữa trưa",400.000 vnd - 700.000 vnd,106.7071323,10.7810851,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
1897,The Street,38241246,,4.0,"Kiểu Á, Đặt chỗ",400.000 vnd - 700.000 vnd,106.6974502,10.7883672,"Quán Chay Nhà Tôi, Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
1898,The Sushi Bar 4,+84 28 3930 1937,Đang mở cửa: 06:00 SA - 10:00 CH,4.0,"Sushi, Kiểu Nhật, Hải sản, Kiểu Á, Tốt cho sức khỏe, Bữa sáng, Bữa trưa, Bữa tối, Đồ uống, Đặt chỗ",400.000 vnd - 700.000 vnd,106.7075775,10.7797826,"Đường Tôn Ðức Thắng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
1899,The Taco Stand and Pub,+84 90 280 93 02,Đang mở cửa: 12:00 CH - 11:00 CH,4.0,"Kiểu Mexico, Bữa trưa, Bữa tối, Đêm muộn, Đồ uống",20.000 vnd - 99.000 vnd,106.6969549,10.7887917,"Cao Ốc Sài Gòn 3, Đường Nguyễn Thành Ý, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, 72210, Việt Nam"
1900,The Tavern,+84 28 5410 3900,,4.5,"Kiểu Mỹ, Phù hợp với người ăn chay, Bữa trưa, Bữa nửa buổi, Bữa tối, Đêm muộn, Đồ uống",400.000 vnd - 700.000 vnd,106.6919566,10.7664577,"Vittorio - Italian Restaurant, Đường Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
1901,The Tevere,+84 37 976 8455,Đang mở cửa: 11:00 SA - 10:00 CH,4.0,"Kiểu Ý, Quầy rượu vang, Bữa tối, Bữa trưa, Đồ uống",100.000 vnd - 400.000 vnd,106.691374,10.766376,"Nhà Hàng - Cafe Bookworm's, 4, Đường Ðỗ Quang Ðẩu, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
1902,The Tipsy Cow Saigon - Cocktails & Kitchen,+84 90 801 13 22,Đang mở cửa: 5:00 CH - 12:00 SA,5.0,"Quầy bar, Quán rượu, Kiểu Bữa tối, Quán bar phục vụ đồ ăn, Bữa tối, Đêm muộn, Đồ uống, Chỗ ngồi, Chấp nhận thẻ tín dụng, Đặt chỗ, Có bãi đỗ xe, Phục vụ đồ uống có cồn, Quầy bar đầy đủ, Rượu và bia, Wifi miễn phí, Dịch vụ bàn, Nhạc sống",400.000 vnd - 700.000 vnd,106.7009938,10.7857311,"Quan nem, Nguyễn Thị Minh Khai, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
